-70288.2861538918,-18224.2656194838,-18723.8001183217,-11030.1752542872,-68954.9462087591,1664.2915828277,8291.6762737638,-5896.2847160295,20758.4524360814,21734.9075992392,15928.7023987879,-15650.3178811879,-7784.5041640243
-70188.2821537316,17497.4430112525,-141.5169136743,-12905.4366070917,6691.3639017867,-7925.8100940511,-21423.9750930188,-308.9617137856,24161.8855667912,-62567.5599369599,-26353.9351941354,-12896.8226289072,-44421.610280098
-70088.2781535715,29212.9358614371,36430.2974306508,-30811.8359617712,-32326.1455068405,-35245.774962542,-18617.4301155369,-60902.5121803732,-3701.94337627,-15638.1268961733,9213.3178545652,10135.6442438683,14955.3807814367
-69988.2741534113,306.8235733363,-2008.767311254,13102.7078064928,33336.4945587883,-53707.0136963752,-15587.0868671266,12144.9502823003,52247.5483875021,-24984.821520603,2847.3881131716,-293.138468818,2812.0687451026
-69888.2701532511,-16304.160290471,17814.7160920916,-11594.1251947066,-11958.8958187514,-9609.7506679981,12505.7143944443,-40572.1849008597,-32331.4573661694,46401.6796648486,-27015.1936562343,-15708.1079027251,-2040.5707474083
-69788.266153091,12584.3143648162,-56380.3979144528,19729.5872845774,-46521.5893831474,85.115690652,10866.1447408665,-136.9276166209,6770.8918316376,-9401.7964067332,-18347.5616961031,20824.1847461577,34034.974875047
-69688.2621529308,-51391.7796638347,27937.3795816358,-16678.9915649842,-38090.5872932973,32492.2301826746,10360.2301214806,-2962.7275299175,-11366.8630177925,22235.0278777988,17424.6858264784,-31600.9875796579,5789.3797150003
-69588.2581527706,3101.3899246136,35111.9033625975,22052.3368011484,-21816.4712043459,-16352.011109984,12204.5662567296,11821.8459772118,-28549.7003489958,-35143.8312889434,16766.1501199029,-63464.8958325487,-91902.7095734943
-69488.2541526105,-26475.1530275961,-31661.5768325855,-33745.557817867,-3803.9732198613,24320.003046324,54571.077000518,-8992.7572630105,-12773.6918714806,60286.4448464951,-24108.6276426272,30471.2405233625,8504.6568003771
-69388.2501524503,25515.8334269471,-9707.2720529702,60817.4439940594,27716.5977898257,46614.2263131028,-27321.2508472768,-1068.9062637362,44440.4593961402,19553.9860959843,17002.6653587735,24741.0033371605,6778.3536909552
