-18224.2656194838,-18508.3566297522,-18723.8001183217,6140.3979864807,-11030.1752542872,-19453.9223940675,-68954.9462087591,6688.4323160976,1664.2915828277,7230.6862436885,8291.6762737638,11389.503633973,-5896.2847160295,8319.1788688652,20758.4524360814,14361.1724849841,21734.9075992392,-47365.1000533325,15928.7023987879,20223.6753133962,-15650.3178811879,5885.606686112,-7784.5041640243,-34149.2934187389
17497.4430112525,32397.8733047816,-141.5169136743,1257.3819875821,-12905.4366070917,-4025.2665194152,6691.3639017867,-46893.2670209178,-7925.8100940511,-26553.7341586948,-21423.9750930188,4258.5120380776,-308.9617137856,-10057.0147674258,24161.8855667912,-55115.0308384669,-62567.5599369599,1090.982195194,-26353.9351941354,-26823.0791029365,-12896.8226289072,-18399.1587590407,-44421.610280098,-28460.279480533
29212.9358614371,13360.6551635793,36430.2974306508,42455.615884358,-30811.8359617712,-4150.2884170202,-32326.1455068405,-29394.8028976958,-35245.774962542,-22071.7914235986,-18617.4301155369,9460.5163157648,-60902.5121803732,15147.4130584792,-3701.94337627,-26702.2624090722,-15638.1268961733,22801.519600871,9213.3178545652,-14725.4252697319,10135.6442438683,-65509.1667618892,14955.3807814367,27271.5874507632
306.8235733363,-17921.753778252,-2008.767311254,15112.4373738854,13102.7078064928,6264.6161939001,33336.4945587883,5324.2996802752,-53707.0136963752,33354.2993790304,-15587.0868671266,29972.2739775056,12144.9502823003,2679.1321814504,52247.5483875021,41701.2598191448,-24984.821520603,14207.4064797861,2847.3881131716,39844.5381050219,-293.138468818,-12770.4139222355,2812.0687451026,-12435.83837284
-16304.160290471,-7256.7971556982,17814.7160920916,-6982.4845576741,-11594.1251947066,43656.9708702473,-11958.8958187514,12957.0135065397,-9609.7506679981,-9861.6254266992,12505.7143944443,663.2328837691,-40572.1849008597,44979.3370425323,-32331.4573661694,27315.1036627705,46401.6796648486,-17778.1472967788,-27015.1936562343,-29229.5510626574,-15708.1079027251,932.0118761912,-2040.5707474083,22740.9483144005
12584.3143648162,-76042.9097971574,-56380.3979144528,-47388.7278517677,19729.5872845774,38464.1577857468,-46521.5893831474,-7798.489414419,85.115690652,28594.2891273623,10866.1447408665,-27000.8398444078,-136.9276166209,27068.2794351147,6770.8918316376,-4705.3364890818,-9401.7964067332,-30390.1812002086,-18347.5616961031,10206.6015960857,20824.1847461577,-22156.1408977439,34034.974875047,-7856.9091626964
-51391.7796638347,-4331.6606388589,27937.3795816358,-49024.2721705839,-16678.9915649842,-15185.8570634129,-38090.5872932973,-30317.3795232066,32492.2301826746,-7514.6267153645,10360.2301214806,5873.221807757,-2962.7275299175,-11874.6225145793,-11366.8630177925,36338.5577023398,22235.0278777988,35249.737699061,17424.6858264784,22772.8404593885,-31600.9875796579,39759.4363087726,5789.3797150003,7174.3102208554
3101.3899246136,10022.8471370866,35111.9033625975,10070.6170275488,22052.3368011484,-2559.2240311593,-21816.4712043459,-7350.9750811089,-16352.011109984,38308.4349565612,12204.5662567296,31774.6396518171,11821.8459772118,-35853.5934203909,-28549.7003489958,-11970.707476213,-35143.8312889434,-14258.5479963376,16766.1501199029,-1576.3399990185,-63464.8958325487,-16393.7498703625,-91902.7095734943,-61931.9448036975
-26475.1530275961,59469.5061713016,-31661.5768325855,27544.8125549973,-33745.557817867,-65898.7332475223,-3803.9732198613,-13184.3404874412,24320.003046324,-36578.1159541704,54571.077000518,-72966.4429856542,-8992.7572630105,-77986.8676534356,-12773.6918714806,-29693.2529982559,60286.4448464951,-23461.9642832418,-24108.6276426272,19113.3297299074,30471.2405233625,-11320.5527707912,8504.6568003771,8437.1738630555
25515.8334269471,-35385.6569439677,-9707.2720529702,3812.9621502313,60817.4439940594,29307.2908839098,27716.5977898257,25467.4960953804,46614.2263131028,39475.7471821336,-27321.2508472768,-37013.9280365347,-1068.9062637362,-14725.1991143117,44440.4593961402,-39237.8974438804,19553.9860959843,3120.7692700549,17002.6653587735,10603.6393034324,24741.0033371605,-2521.6669938119,6778.3536909552,38468.6630338516
-81876.5387186291,39611.2887074749,31528.6951195994,-2811.3093744989,-1042.4069504018,10751.6402006253,9428.1951256803,-1463.3540561926,-14995.0941347083,-28723.4681923109,1377.5103421907,-71143.1505691678,9365.9557238563,-22780.1970209562,-35226.119895845,-34571.926104705,-37332.8703935144,1045.1834808529,-15746.4922767887,65358.9594964742,1289.7029109896,5099.0831453296,25573.6822901433,23734.4754987873
32406.0748962671,9863.690301547,52227.4379596893,9840.0616335246,-12836.5856119126,184.9064682626,-26725.374262132,8567.8162160205,-5145.9000027585,-38202.4820879883,-56910.4665519255,20975.8882159869,-40693.5109044711,10921.5232462822,-22346.8604694153,26158.8996051119,677.4698656813,-84836.5988245336,7831.5027556664,26406.2667596721,-25340.3560160275,-14429.9684647148,-4228.5951882177,-24153.9774325736
2445.8657354895,-28663.1140630418,23934.8710967605,-5621.3268218028,1317.2297869079,7867.9076602721,10501.3845952007,52887.631569492,-19651.6912953039,-44391.1459756827,-2667.4471119813,-44446.4809570649,-12359.0194057611,-611.2552177297,7427.9064541338,19033.7745774057,51811.2643592851,-18221.8506471509,14519.2387574779,-8090.4045004585,-28672.8072942542,14055.4259337757,3249.2893303952,58560.1258952892
-21071.03643116,10503.2205311285,45714.8345004674,-42078.7993043058,-15166.0311110657,-7185.4180255209,19763.0785375712,-7345.9120394957,14477.0558938879,4809.3400664925,-6596.0014324192,-1146.677285175,998.9277937818,-45724.3803439472,-6405.2077286086,-1972.209083806,16217.6593791427,-21353.8277864523,27192.6975318151,-40774.2350538387,-6173.1688689552,19691.8941489146,9205.8789520391,-5138.4123426817
-3251.4007330176,-19617.625313283,7281.4632609082,40112.9165520414,-7900.3557108613,-34929.7333363924,4659.6015369014,-3993.9167343068,-9879.1329969365,-58027.5273199562,44250.4523539237,45400.0090860634,-6925.4130516912,-15731.4796618503,-8566.4153458098,41805.6271005323,-40979.2854017877,-368.3454367396,-11545.7622764644,54173.7075389271,-42509.761862712,-3191.8033943521,-12067.1662994025,9861.7412379401
-1177.918901585,-7414.9393028623,10478.664470625,-28351.4546293705,-22289.0141924171,15424.3980770831,3714.3093805528,20207.5849470396,2944.6284264122,15907.3640693243,-26947.8073509436,14189.9914257641,-22252.0067551579,-24678.2335319296,-27989.2349189099,38802.2718112705,-24581.8899717641,-33317.1570844534,28508.6882212217,25554.7291069964,47597.6290734351,25198.0385205597,-738.4501649588,28901.5274680755
-2140.62694631,-4953.3301112655,-91561.818412704,-21609.5111430085,-11803.7095579109,-29130.075808203,60165.3507441456,-20133.4888336493,14366.1870644317,28037.3103759896,16224.1940905193,43492.9014278344,-18906.4281167435,1351.0684233804,32637.3693084631,-50886.4588561131,-2273.8818309903,79802.32934291,40059.1475074941,40709.90939965,-2491.8357271496,-33057.9286177597,-15823.6858000274,3734.4042781153
42346.7502513089,44164.7656542659,-32775.1995311076,-31439.9485997486,17384.0360319933,-21911.2227444863,-1686.2971895891,26456.6082860308,7726.4228377367,-51595.0816846219,-6334.9311901327,-36923.8493065665,51488.3116635019,34779.2000136794,-31922.0399139108,7583.4259618997,8500.2434266917,30249.7196512429,-37037.0097426924,28249.4292393346,-5296.4388857777,-6955.0103632084,35871.3739167538,-4748.5961678439
-2438.8533644739,10398.2726245567,33607.0018949472,-24625.5933378984,-1716.908162336,-37184.9706120235,13162.6843387262,-27998.9925523385,-31672.4365532572,-40923.6380894652,84754.3235897927,10217.9911811549,-9842.8298686877,16654.9286836694,-72491.0085628086,1945.6990724842,13714.110999122,24040.0808715212,6412.7504954716,62590.3817247857,22392.2174418041,708.2154972324,-30146.5296545412,-8544.7482877808
-1667.8236448431,7949.9021095444,-25369.5315845798,-15639.3647651885,-5282.0810408221,-40819.2036061868,1379.0398396998,-41118.1057370944,-8315.968187926,7811.8606358079,-33565.6842346711,-3849.9458962723,12917.8316772177,17882.152847339,-8707.0494274481,1298.9657038563,-16881.2930494956,-36742.6609257359,70480.5620829306,4741.3068665837,310.3460591922,14458.8228059368,64691.9570391083,-33119.7452550767
4982.8960458028,-35235.2649393746,-13961.9510552873,3088.3275286639,24099.5201292015,-35614.9124472674,-5952.2782055149,3504.9457131636,11712.6858345744,-36318.2798437366,6537.105611843,18104.5608446103,5419.067297808,-27311.072745015,-24924.8466640293,32761.106641279,2378.2607067331,-7332.8855144602,-34588.0449549707,20207.3607795285,39990.4763827666,49267.6628518665,-36922.7033376311,8968.8460102246
44613.5040350295,4768.7215030528,-26669.7964753107,4018.3958255339,-18324.215988224,32202.0417027523,-16185.8442569406,39196.7615792646,-42014.7939578965,-46608.8431171464,-20080.9103454063,-31734.9055976625,1058.3898862785,8192.1347959033,-4812.7161127267,-4977.8424993032,-35920.3696759658,-4365.4223205484,16199.0186113564,32386.6071352247,49215.2853219942,-9544.8259227098,-9430.6959831839,-2780.9828874887
-15554.9749706167,34493.7526776046,2897.4907410614,-3994.1146386366,-19440.7347810393,-385.917516931,-29841.6973287936,5298.1234061582,-25346.9604714589,5538.762957481,-9756.736984975,12575.3266122892,4472.8220007362,-72191.4278749365,-28404.5264375332,-61297.6833845627,-33996.2043282845,-20622.3527069582,-16315.3715620205,46446.1037714043,11477.9032860449,-15903.9237321158,5686.0512725232,-20685.2016398843
-46375.3861378281,-4213.8652294843,-64987.8629294149,15856.1630452952,37585.0843482446,55456.0756794177,6020.0788945955,-62.5946778569,-7045.8839550858,6797.1814496924,12101.8180204349,-364.0875408624,36862.408182817,17915.3660863851,5011.1044230748,39252.8146717168,-23330.7446336324,1672.9338800524,-65002.3494884325,14947.6709834288,-11088.4627989717,25525.4703526979,11993.9003569357,-53490.2481746772
