0,-120.039390564,34.0703392029,1897.8380126953,1563.9074707031,1326.9979248047,10788.0556640625,20152.5703125,33503.05078125,56127.52734375,65994.890625,66888.7890625,71280.1953125
0.0000052,1662.6712646484,2225.0258789063,3153.748046875,4970.65234375,5746.8642578125,11932.111328125,18309.916015625,30420.115234375,52286.703125,63092.57421875,65260.5703125,64056.7109375
0.0000104,1246.5864257813,2080.5317382813,1406.1936035156,3370.9006347656,2531.8676757813,9711.9404296875,15913.4560546875,27272.5546875,46099.72265625,53906.29296875,56360.53515625,57110.734375
0.0000156,-474.4482727051,408.421661377,-266.1950378418,4165.9106445313,4649.279296875,9253.2314453125,15513.544921875,24762.916015625,43211.46875,50376.671875,53069.9453125,51827.9140625
0.0000208,113.9072570801,146.6316070557,729.2771606445,3137.9685058594,2785.6508789063,6151.0014648438,13674.5869140625,24710.31640625,40918.609375,48106.28515625,47527.5703125,48571.82421875
0.000026,1425.1378173828,-461.8738098145,1586.5090332031,1956.8612060547,2814.7431640625,7285.9174804688,13699.263671875,23651.533203125,37954.5625,45352.9296875,45952.921875,46314.05859375
0.0000312,925.7917480469,-164.3850097656,1866.7147216797,1124.6845703125,2223.873046875,6684.3637695313,13138.6552734375,22996.931640625,35775.859375,43303.8125,45908.234375,44569.80859375
0.0000364,1033.1561279297,798.5291748047,547.9794311523,1304.1531982422,2198.4096679688,5738.3793945313,11032.84765625,19850.966796875,34893.52734375,40612.08203125,43153.3671875,44236.55859375
0.0000416,-127.6658630371,684.0505371094,450.9792785645,1079.5654296875,4143.3271484375,6042.8715820313,12329.8662109375,18598.06640625,34212.5703125,40705.640625,42597.3515625,41563.890625
0.0000468,1275.1990966797,1851.5181884766,2184.6474609375,789.7313232422,4176.8950195313,6624.884765625,11684.47265625,20506.037109375,33368.17578125,39526.12109375,40676.1484375,41015.83984375
0.000052,61.9031219482,1781.0833740234,1229.3229980469,1370.6262207031,2594.8618164063,6247.4897460938,11973.5185546875,20035.021484375,31306.9453125,38472.8203125,39843.453125,38778.796875
0.0000572,-322.1654968262,1275.1868896484,670.8540039063,812.1071777344,2905.3200683594,7045.5795898438,10971.6611328125,19339.11328125,31448.13671875,37050.0390625,38839.01953125,37622.9453125
0.0000624,598.8449707031,1252.560546875,792.6058349609,-265.5635070801,2781.412109375,6420.8364257813,11457.505859375,18592.455078125,30593.6328125,36593.84765625,39072.7421875,39916.3671875
0.0000676,1241.3640136719,1626.9321289063,1016.8077392578,699.9029541016,2617.1635742188,6209.2817382813,9220.85546875,17180.708984375,31752.685546875,36309.93359375,37454.50390625,39521.44921875
0.0000728,478.6807556152,2296.5009765625,50.2499237061,1097.8591308594,3635.9248046875,4689.6254882813,11258.0517578125,17259.73046875,28889.673828125,35165.9296875,37508.8515625,37170.6171875
0.000078,-338.1818237305,-284.494934082,1020.8283081055,2257.4963378906,3913.4572753906,5769.17578125,11472.4150390625,17226.341796875,31155.212890625,34303.6484375,36210.25,36096.4375
0.0000832,1239.9445800781,366.4750061035,28.2615203857,1357.7961425781,1729.4890136719,6225.9169921875,9348.359375,17215.484375,30218.294921875,33612.625,35938.66015625,36233.8671875
0.0000884,-499.754699707,1210.5665283203,1328.1278076172,1276.4197998047,1850.2485351563,5039.5703125,11869.890625,17158.248046875,28282.966796875,33153.2421875,33688.58984375,34659.734375
0.0000936,79.0954589844,953.9735717773,-680.6567993164,1603.9770507813,3889.1103515625,5095.5649414063,10888.44140625,17121.42578125,27617.265625,32859.5546875,33938.5703125,33533.015625
0.0000988,-948.3980712891,227.0714416504,1502.6975097656,928.2697143555,2259.662109375,5908.6811523438,9572.4951171875,16172.232421875,27550.171875,32361.595703125,34541.99609375,32713.501953125
0.000104,-830.6175537109,1411.4598388672,1494.2843017578,660.4615478516,1133.6405029297,4381.126953125,10147.6962890625,17072.3046875,26283.142578125,30771.939453125,32403.232421875,31244.8203125
0.0001092,-1303.7541503906,-684.8907470703,-578.6318359375,2535.9475097656,2283.1201171875,3212.9406738281,9239.140625,16062.875,27088.158203125,33424.96484375,33660.94921875,32397.041015625
0.0001144,-240.4770965576,2042.4721679688,-130.6112213135,1331.6182861328,2719.5905761719,4463.58984375,9473.89453125,15615.0634765625,27379.48828125,30971.82421875,31675.95703125,34030.8359375
