-2.499999999999999636e+04	6.401227078590035480e-02	-7.507227570469204858e-02
-2.497558593749999636e+04	6.438099444999778598e-02	-7.503421671887211541e-02
-2.495117187499999636e+04	6.344088129566910483e-02	-7.439608923609974944e-02
-2.492675781249999636e+04	6.381042766364636298e-02	-7.435647808258738500e-02
-2.490234374999999636e+04	6.287088127176757024e-02	-7.372151576314905919e-02
-2.487792968749999636e+04	6.324124220370286320e-02	-7.368034886963081842e-02
-2.485351562499999636e+04	6.230225496200750279e-02	-7.304853686862733397e-02
-2.482910156249999636e+04	6.267342238498549434e-02	-7.300581067204442443e-02
-2.480468749999999636e+04	6.173498674165031619e-02	-7.237713428221737022e-02
-2.478027343749999636e+04	6.210695264879845245e-02	-7.233284522816196827e-02
-2.475585937499999636e+04	6.116906111150738345e-02	-7.170728987829477763e-02
-2.473144531249999636e+04	6.154181756106466561e-02	-7.166143442049432988e-02
-2.470703124999999636e+04	6.060446269610605952e-02	-7.103898567385913410e-02
-2.468261718749999636e+04	6.097800181047580148e-02	-7.099156027359454502e-02
-2.465820312499999636e+04	6.004117624187896296e-02	-7.037220382641307115e-02
-2.463378906249999636e+04	6.041549020671574399e-02	-7.032320495200589106e-02
-2.460937499999999636e+04	5.947918661536910623e-02	-6.970692663190986016e-02
-2.458496093749999636e+04	5.985426767867424447e-02	-6.965635075817527833e-02
-2.456054687499999636e+04	5.891847880145609229e-02	-6.904313652274507440e-02
-2.453613281249999636e+04	5.929431927268932756e-02	-6.899098013050330991e-02
-2.451171874999999636e+04	5.835903790162755289e-02	-6.838081606580792560e-02
-2.448730468749999636e+04	5.873563015082156058e-02	-6.832707564136730749e-02
-2.446289062499999636e+04	5.780084913227856447e-02	-6.771994796054586763e-02
-2.443847656249999636e+04	5.817818558918663729e-02	-6.766461999529382876e-02
-2.441406249999999636e+04	5.724389782302319318e-02	-6.706051503721000007e-02
-2.438964843749999636e+04	5.762197097623661390e-02	-6.700359602715494356e-02
-2.436523437499999636e+04	5.668816941498638906e-02	-6.640250025515692656e-02
-2.434082031249999636e+04	5.706697181112962980e-02	-6.634398670067404025e-02
-2.431640624999999636e+04	5.613364945919896432e-02	-6.574588670145237179e-02
-2.429199218749999636e+04	5.651317370203212676e-02	-6.568577510724621371e-02
-2.426757812499999636e+04	5.558032361480397254e-02	-6.509065759015353336e-02
-2.424316406249999636e+04	5.596056236417423779e-02	-6.502894446570633979e-02
-2.421874999999999636e+04	5.502817764674811096e-02	-6.443679626289527951e-02
-2.419433593749999636e+04	5.540912361687527765e-02	-6.437347812430105343e-02
-2.416992187499999636e+04	5.447719742139184307e-02	-6.378428619311460324e-02
-2.414550781249999636e+04	5.485884337579893799e-02	-6.371935956864671624e-02
-2.412109374999999636e+04	5.392736889081006790e-02	-6.313311100028334844e-02
-2.409667968749999636e+04	5.430970761816911185e-02	-6.306657244510338600e-02
-2.407226562499999636e+04	5.337867800875298330e-02	-6.248325448039593333e-02
-2.404785156249999636e+04	5.376170217688719388e-02	-6.241510055442511806e-02
-2.402343749999999636e+04	5.283111031682163894e-02	-6.183470031645893483e-02
-2.399902343749999636e+04	5.321481258295987504e-02	-6.176492668221489346e-02
-2.397460937499999636e+04	5.228465278063865185e-02	-6.118743055140929421e-02
-2.395019531249999636e+04	5.266902778493884330e-02	-6.111603429472267646e-02
-2.392578124999999636e+04	5.173929354434395056e-02	-6.054143152478258516e-02
-2.390136718749999636e+04	5.212433311164113570e-02	-6.046840980172385471e-02
