ti:
##freq 50.325
12237.3	-0.0783812
12227.5	-0.117981
12217.7	0.274319
12208	1.46412
12198.2	2.97272
12188.4	3.96292
12178.7	4.27872
12168.9	4.40572
12159.1	4.50632
12149.4	1.38706
12139.6	0.895444
12129.8	0.498511
12120.1	0.0614586
12110.3	-0.617312
12100.5	-1.1552
12090.8	-1.21591
12081	-0.867226
12071.2	-0.20326
12061.5	0.448893
12051.7	0.498234
12041.9	-0.164336
12032.2	-1.08472
12022.4	-1.8969
12012.6	-2.4877
12002.9	-2.7628
11993.1	-2.58081
11983.3	-1.89212
11973.6	-0.878538
11963.8	0.147844
11954	0.928625
11944.3	1.26171
11934.5	1.07979
11924.8	0.545271
11915	-0.143842
11905.2	-0.846652
11895.5	-1.30816
11885.7	-1.32875
11875.9	-1.16595
11866.2	-1.27933
11856.4	-1.6555
11846.6	-1.88087
11836.9	-1.80512
11827.1	-1.70456
11817.3	-2.02568
11807.6	-3.045
11797.8	-4.39199
11788	-5.34827
11778.3	-5.87264
11768.5	-6.40138
11758.7	-6.80091
11749	-6.66491
11739.2	-6.1537
11729.4	-5.76896
11719.7	-5.8781
11709.9	-6.49881
11700.1	-7.0936
11690.4	-6.97836
11680.6	-6.1277
11670.8	-5.26401
11661.1	-5.12548
11651.3	-5.58453
11641.5	-5.77015
11631.8	-5.35193
11622	-4.79649
11612.3	-4.1759
11602.5	-3.16499
11592.7	-2.05603
11583	-1.42674
11573.2	-1.38392
11563.4	-1.86925
11553.7	-2.76174
11543.9	-3.5563
11534.1	-3.74731
11524.4	-3.33818
11514.6	-2.68111
11504.8	-2.11269
11495.1	-1.60962
11485.3	-0.823515
11475.5	0.170442
11465.8	0.753946
11456	0.8241
11446.2	0.903603
11436.5	0.909557
11426.7	0.163562
11416.9	-1.27288
11407.2	-2.45067
11397.4	-2.7097
11387.6	-2.36318
11377.9	-2.1669
11368.1	-2.30057
11358.3	-2.32698
11348.6	-2.13453
11338.8	-1.86972
11329	-1.09365
11319.3	0.548584
11309.5	2.21108
11299.8	2.66524
11290	1.64946
11280.2	-0.187357
11270.5	-1.98271
11260.7	-3.11119
11250.9	-3.4447
11241.2	-3.36355
11231.4	-3.37313
11221.6	-3.51573
11211.9	-3.33227
11202.1	-2.67513
11192.3	-2.00233
11182.6	-1.62254
11172.8	-1.40349
11163	-1.16446
11153.3	-0.655054
11143.5	0.386728
11133.7	1.64169
11124	2.32773
11114.2	2.13694
11104.4	1.45974
11094.7	0.701418
11084.9	-0.0353233
11075.1	-0.682382
11065.4	-1.26396
11055.6	-2.03065
11045.8	-2.97856
11036.1	-3.66928
11026.3	-3.82851
11016.5	-3.52106
11006.8	-2.86752
10997	-2.19109
10987.3	-1.93408
10977.5	-2.17137
10967.7	-2.61857
10958	-2.89988
10948.2	-2.75189
10938.4	-2.36882
10928.7	-2.20125
10918.9	-2.28458
10909.1	-2.33402
10899.4	-2.18086
10889.6	-1.70371
10879.8	-0.873457
10870.1	-0.0113064
10860.3	0.354444
10850.5	-0.0869059
10840.8	-1.04035
10831	-1.7817
10821.2	-1.97755
10811.5	-1.85789
10801.7	-1.67243
10791.9	-1.69406
10782.2	-2.13799
10772.4	-2.55141
10762.6	-2.34453
10752.9	-1.84233
10743.1	-1.77533
10733.3	-2.31923
10723.6	-3.19381
10713.8	-3.87798
10704	-3.75184
10694.3	-2.70439
10684.5	-1.33532
10674.8	-0.352747
10665	-0.0421563
10655.2	-0.200751
10645.5	-0.449031
10635.7	-0.675994
10625.9	-1.04884
10616.2	-1.61637
10606.4	-2.17698
10596.6	-2.52718
10586.9	-2.70155
10577.1	-2.9164
10567.3	-3.26534
10557.6	-3.60995
10547.8	-3.79904
10538	-3.80541
10528.3	-3.68365
10518.5	-3.55597
10508.7	-3.45247
10499	-3.14894
10489.2	-2.47968
10479.4	-1.732
10469.7	-1.32209
10459.9	-1.21495
10450.1	-1.01068
10440.4	-0.439388
10430.6	0.323337
10420.8	0.728193
10411.1	0.56828
10401.3	0.541199
10391.5	1.31575
10381.8	2.36783
10372	2.74085
10362.3	2.3684
10352.5	1.79349
10342.7	1.29711
10333	0.847372
10323.2	0.398668
10313.4	0.0217007
10303.7	-0.218829
10293.9	-0.489719
10284.1	-0.969271
10274.4	-1.61038
10264.6	-2.33115
10254.8	-2.99018
10245.1	-3.36787
10235.3	-3.58152
10225.5	-3.89122
10215.8	-4.11738
10206	-4.0402
10196.2	-3.74527
10186.5	-3.2074
10176.7	-2.46408
10166.9	-1.86021
10157.2	-1.4772
10147.4	-1.21244
10137.6	-1.31673
10127.9	-1.83388
10118.1	-2.28077
10108.3	-2.37132
10098.6	-2.10201
10088.8	-1.36806
10079	-0.391249
10069.3	0.12531
10059.5	-0.143878
10049.8	-0.711813
10040	-0.947394
10030.2	-0.657221
10020.5	0.162706
10010.7	1.38789
10000.9	2.37933
9991.16	2.43422
9981.39	1.62067
9971.63	0.517183
9961.86	-0.22725
9952.09	-0.0608247
9942.33	0.69376
9932.56	1.0248
9922.8	0.826108
9913.03	0.838472
9903.27	1.2316
9893.5	1.67228
9883.73	1.87243
9873.97	1.50985
9864.2	0.678921
9854.44	-0.0787405
9844.67	-0.600638
9834.91	-0.93297
9825.14	-0.866538
9815.38	-0.50534
9805.61	-0.321175
9795.84	-0.422944
9786.08	-0.556446
9776.31	-0.50628
9766.55	-0.198846
9756.78	0.300756
9747.02	0.856328
9737.25	1.31107
9727.48	1.57938
9717.72	1.78106
9707.95	1.94561
9698.19	1.92654
9688.42	1.89503
9678.66	2.0292
9668.89	1.89184
9659.13	1.13796
9649.36	0.102848
9639.59	-0.857089
9629.83	-1.62495
9620.06	-2.07934
9610.3	-2.24475
9600.53	-2.22049
9590.77	-1.97584
9581	-1.51153
9571.23	-0.87023
9561.47	-0.158857
9551.7	0.316595
9541.94	0.479126
9532.17	0.709936
9522.41	1.22733
9512.64	1.8401
9502.88	2.31505
9493.11	2.42648
9483.34	1.97119
9473.58	1.03668
9463.81	0.00866104
9454.05	-0.65708
9444.28	-0.574337
9434.52	0.347689
9424.75	1.6401
9414.98	2.50469
9405.22	2.60227
9395.45	2.37124
9385.69	2.38869
9375.92	2.79112
9366.16	3.31985
9356.39	3.55345
9346.63	3.35715
9336.86	3.20064
9327.09	3.56291
9317.33	4.21117
9307.56	4.58542
9297.8	4.59416
9288.03	4.57868
9278.27	4.702
9268.5	4.87491
9258.73	5.11091
9248.97	5.3127
9239.2	5.11118
9229.44	4.56145
9219.67	4.18952
9209.91	4.07738
9200.14	3.94493
9190.38	3.85638
9180.61	3.91871
9170.84	3.84275
9161.08	3.25358
9151.31	2.2346
9141.55	1.52201
9131.78	1.66033
9122.02	2.11044
9112.25	2.10394
9102.48	1.58804
9092.72	0.584243
9082.95	-0.995561
9073.19	-2.70887
9063.42	-4.00957
9053.66	-4.81978
9043.89	-5.12459
9034.13	-4.82881
9024.36	-4.02482
9014.59	-2.90073
9004.83	-1.59844
8995.06	-0.233556
8985.3	0.957833
8975.53	1.65872
8965.77	1.90701
8956	2.06551
8946.23	2.1985
8936.47	2.1042
8926.7	1.6742
8916.94	0.780204
8907.17	-0.50619
8897.41	-1.66438
8887.64	-2.28357
8877.88	-2.41195
8868.11	-2.26162
8858.34	-2.09459
8848.58	-2.18306
8838.81	-2.63972
8829.05	-3.33298
8819.28	-3.84353
8809.52	-3.79127
8799.75	-3.2828
8789.98	-2.65123
8780.22	-2.07325
8770.45	-1.59097
8760.69	-1.09917
8750.92	-0.662772
8741.16	-0.708461
8731.39	-1.10354
8721.63	-1.05341
8711.86	-0.645975
8702.09	-0.798227
8692.33	-1.51047
8682.56	-1.9456
8672.8	-1.75752
8663.03	-1.15213
8653.27	-0.459533
8643.5	-0.0752219
8633.73	-0.112799
8623.97	-0.176564
8614.2	0.163183
8604.44	0.822143
8594.67	1.39541
8584.91	1.9208
8575.14	2.9749
8565.38	4.75061
8555.61	6.73353
8545.84	8.42697
8536.08	9.58993
8526.31	9.94809
8516.55	9.40258
8506.78	8.29337
8497.02	7.13899
8487.25	6.35521
8477.48	6.08416
8467.72	6.15772
8457.95	6.30839
8448.19	6.28389
8438.42	5.89439
8428.66	5.34702
8418.89	5.12106
8409.13	5.21372
8399.36	5.1677
8389.59	4.79469
8379.83	4.17011
8370.06	3.36054
8360.3	2.75049
8350.53	2.91666
8340.77	3.86354
8331	5.00365
8321.23	5.76538
8311.47	5.88692
8301.7	5.56219
8291.94	5.25987
8282.17	5.01508
8272.41	4.417
8262.64	3.45645
8252.88	2.55332
8243.11	1.93531
8233.34	1.70782
8223.58	2.09625
8213.81	3.1134
8204.05	4.32217
8194.28	5.11157
8184.52	5.14839
8174.75	4.55783
8164.98	3.66679
8155.22	2.82258
8145.45	2.39789
8135.69	2.42902
8125.92	2.51148
8116.16	2.40586
8106.39	2.22606
8096.63	2.06099
8086.86	1.89624
8077.09	1.60962
8067.33	1.17062
8057.56	1.03154
8047.8	1.51319
8038.03	2.12127
8028.27	2.38807
8018.5	2.46659
8008.73	2.56484
7998.97	2.91612
7989.2	3.69642
7979.44	4.42605
7969.67	4.6093
7959.91	4.54528
7950.14	4.58689
7940.38	4.72262
7930.61	5.00378
7920.84	5.31157
7911.08	5.22499
7901.31	4.55883
7891.55	3.5153
7881.78	2.57219
7872.02	2.27632
7862.25	2.72567
7852.48	3.63355
7842.72	4.73156
7832.95	5.6583
7823.19	6.05616
7813.42	5.92996
7803.66	5.47438
7793.89	4.92543
7784.13	4.63511
7774.36	4.76712
7764.59	5.13586
7754.83	5.50153
7745.06	5.87502
7735.3	6.55025
7725.53	7.55631
7715.77	8.2617
7706	8.12951
7696.23	7.30066
7686.47	6.11574
7676.7	4.95145
7666.94	4.29068
7657.17	4.21265
7647.41	4.36155
7637.64	4.49408
7627.88	4.44835
7618.11	3.99854
7608.34	3.15766
7598.58	2.32112
7588.81	1.9579
7579.05	2.05202
7569.28	2.02497
7559.52	1.57465
7549.75	1.00497
7539.98	0.544114
7530.22	0.260191
7520.45	0.368001
7510.69	0.764343
7500.92	1.05942
7491.16	1.42652
7481.39	2.29596
7471.63	3.37694
7461.86	3.98524
7452.09	3.88508
7442.33	3.23425
7432.56	2.30955
7422.8	1.49979
7413.03	1.06546
7403.27	0.954561
7393.5	0.944498
7383.73	0.705267
7373.97	-0.0284293
7364.2	-0.982492
7354.44	-1.44782
7344.67	-1.18762
7334.91	-0.824579
7325.14	-1.06551
7315.38	-1.8473
7305.61	-2.50066
7295.84	-2.59309
7286.08	-2.23878
7276.31	-1.66064
7266.55	-0.91956
7256.78	-0.0805484
7247.02	0.674397
7237.25	1.20818
7227.48	1.67619
7217.72	2.34544
7207.95	2.98243
7198.19	2.99974
7188.42	2.4156
7178.66	1.88919
7168.89	1.75331
7159.13	1.73927
7149.36	1.52456
7139.59	1.04569
7129.83	0.399754
7120.06	-0.310147
7110.3	-1.00341
7100.53	-1.65474
7090.77	-2.34014
7081	-3.112
7071.23	-3.84732
7061.47	-4.30661
7051.7	-4.24827
7041.94	-3.64298
7032.17	-2.84237
7022.41	-2.20621
7012.64	-1.77382
7002.88	-1.5424
6993.11	-1.59644
6983.34	-1.83694
6973.58	-1.95721
6963.81	-1.68704
6954.05	-1.15604
6944.28	-0.946602
6934.52	-1.33823
6924.75	-1.87522
6914.98	-2.11537
6905.22	-2.09299
6895.45	-2.02087
6885.69	-2.13181
6875.92	-2.45542
6866.16	-2.63389
6856.39	-2.48753
6846.63	-2.35593
6836.86	-2.5527
6827.09	-3.02252
6817.33	-3.49972
6807.56	-3.69897
6797.8	-3.56549
6788.03	-3.31137
6778.27	-3.11282
6768.5	-2.91593
6758.73	-2.48551
6748.97	-1.66735
6739.2	-0.70575
6729.44	-0.127217
6719.67	-0.269047
6709.91	-1.01484
6700.14	-1.8697
6690.38	-2.32792
6680.61	-2.2818
6670.84	-2.01405
6661.08	-1.85007
6651.31	-1.91084
6641.55	-2.12238
6631.78	-2.36689
6622.02	-2.47825
6612.25	-2.14049
6602.48	-1.20678
6592.72	-0.0439404
6582.95	0.853437
6573.19	1.40855
6563.42	1.7765
6553.66	1.92329
6543.89	1.73811
6534.13	1.38826
6524.36	1.21166
6514.59	1.29389
6504.83	1.40475
6495.06	1.37186
6485.3	1.3128
6475.53	1.38527
6465.77	1.46768
6456	1.42213
6446.23	1.52111
6436.47	2.02753
6426.7	2.56238
6416.94	2.54027
6407.17	1.9748
6397.41	1.47776
6387.64	1.56645
6377.88	1.99759
6368.11	1.96006
6358.34	1.05676
6348.58	-0.296999
6338.81	-1.43822
6329.05	-1.95671
6319.28	-1.80426
6309.52	-1.10688
6299.75	-0.0169646
6289.98	0.994289
6280.22	1.32358
6270.45	1.0427
6260.69	0.579761
6250.92	-0.184745
6241.16	-1.49131
6231.39	-3.07475
6221.63	-4.47645
6211.86	-5.24351
6202.09	-5.16384
6192.33	-4.70694
6182.56	-4.5359
6172.8	-4.81312
6163.03	-5.39551
6153.27	-6.04597
6143.5	-6.39189
6133.73	-6.29177
6123.97	-5.91962
6114.2	-5.32774
6104.44	-4.48792
6094.67	-3.70267
6084.91	-3.44468
6075.14	-3.77306
6065.38	-4.16631
6055.61	-4.00712
6045.84	-3.22899
6036.08	-2.35133
6026.31	-1.75164
6016.55	-1.26392
6006.78	-0.870556
5997.02	-0.958662
5987.25	-1.34243
5977.48	-1.31317
5967.72	-0.947777
5957.95	-0.870748
5948.19	-1.05539
5938.42	-1.14199
5928.66	-1.12376
5918.89	-1.1782
5909.13	-1.5629
5899.36	-2.33897
5889.59	-3.02551
5879.83	-3.26472
5870.06	-3.27539
5860.3	-3.19733
5850.53	-2.99943
5840.77	-2.89721
5831	-2.91365
5821.23	-2.61386
5811.47	-1.79693
5801.7	-0.805475
5791.94	-0.0321859
5782.17	0.410635
5772.41	0.622289
5762.64	0.848574
5752.88	1.33289
5743.11	1.94274
5733.34	2.19442
5723.58	1.97583
5713.81	1.80958
5704.05	2.15046
5694.28	2.83446
5684.52	3.3793
5674.75	3.61577
5664.98	3.85907
5655.22	4.33681
5645.45	4.79267
5635.69	4.90766
5625.92	4.61199
5616.16	3.93545
5606.39	3.09773
5596.63	2.47525
5586.86	2.185
5577.09	2.11548
5567.33	2.19568
5557.56	2.28222
5547.8	2.20039
5538.03	2.03899
5528.27	2.10662
5518.5	2.62168
5508.73	3.43386
5498.97	4.01738
5489.2	3.91273
5479.44	3.1218
5469.67	2.05861
5459.91	1.28844
5450.14	1.09431
5440.38	1.2197
5430.61	1.36652
5420.84	1.59767
5411.08	1.94625
5401.31	2.28176
5391.55	2.70669
5381.78	3.39996
5372.02	4.17375
5362.25	4.71987
5352.48	4.92862
5342.72	4.65449
5332.95	3.68699
5323.19	2.24403
5313.42	1.09918
5303.66	0.93827
5293.89	1.64838
5284.13	2.39872
5274.36	2.51209
5264.59	2.15738
5254.83	2.03881
5245.06	2.58945
5235.3	3.73413
5225.53	5.15983
5215.77	6.45345
5206	7.25491
5196.23	7.78829
5186.47	9.01779
5176.7	11.7708
5166.94	15.882
5157.17	20.5488
5147.41	25.1824
5137.64	29.5554
5127.88	33.4815
5118.11	36.7893
5108.34	39.4672
5098.58	41.4677
5088.81	42.3786
5079.05	41.647
5069.28	39.2179
5059.52	35.6978
5049.75	31.9143
5039.98	28.5375
5030.22	25.967
5020.45	24.2449
5010.69	23.0055
5000.92	21.6645
4991.16	19.8547
4981.39	17.7105
4971.63	15.558
4961.86	13.529
4952.09	11.7548
4942.33	10.5513
4932.56	10.0045
4922.8	9.67456
4913.03	8.97534
4903.27	7.75684
4893.5	6.52076
4883.73	5.9873
4873.97	6.27767
4864.2	6.80776
4854.44	7.13467
4844.67	7.3617
4834.91	7.60155
4825.14	7.77472
4815.38	7.97412
4805.61	8.39423
4795.84	9.00486
4786.08	9.53152
4776.31	9.52189
4766.55	8.70919
4756.78	7.53351
4747.02	6.63064
4737.25	5.9585
4727.48	5.22727
4717.72	4.53947
4707.95	4.01578
4698.19	3.66791
4688.42	3.71036
4678.66	4.17423
4668.89	4.69432
4659.13	5.12373
4649.36	5.60685
4639.59	6.037
4629.83	6.19896
4620.06	6.19924
4610.3	6.32564
4600.53	6.74385
4590.77	7.45828
4581	8.41803
4571.23	9.6112
4561.47	10.9277
4551.7	11.991
4541.94	12.5861
4532.17	13.1398
4522.41	14.2107
4512.64	15.7278
4502.88	17.2908
4493.11	18.8602
4483.34	20.6411
4473.58	22.5503
4463.81	24.1496
4454.05	25.1278
4444.28	25.6896
4434.52	26.1936
4424.75	26.5484
4414.98	26.4006
4405.22	25.7592
4395.45	25.0242
4385.69	24.5362
4375.92	24.2687
4366.16	23.9294
4356.39	23.3343
4346.63	22.5214
4336.86	21.5456
4327.09	20.5238
4317.33	19.7307
