0.3830222216,0.3213938048
0.0588205839,0.4932842344
-0.2928987406,0.3972781873
-0.482342057,0.088526333
-0.4095570511,-0.2639415083
-0.1171144601,-0.4697204434
0.2346514917,-0.4198594079
0.455513509,-0.1444973971
0.4281938675,0.2051561262
0.1705947045,0.4398194052
-0.1755804269,0.434576806
-0.4227398172,0.1953332183
-0.4390321116,-0.1460465454
-0.2186471594,-0.4043794612
0.1166733449,-0.4415908875
0.3848455828,-0.2404782101
0.4422911451,0.0875760051
0.2607755652,0.3642474557
-0.0588656434,0.441177473
-0.342695884,0.2794959428
-0.4383006877,-0.0306489698
-0.296603571,-0.3203027201
0.003027968,-0.4337174687
0.2971803753,-0.3120701371
0.4274899786,-0.0239004002
0.3258747181,0.2734413558
0.0500444625,0.4196854694
-0.2491977989,0.3380036719
-0.4103758816,0.0753180682
-0.3484505103,-0.2245610301
-0.0996408028,-0.3996374322
0.1996411289,-0.3572157397
0.3875501942,-0.1229381637
0.3643066851,0.1745465172
0.1451417127,0.3741976747
-0.1493835577,0.3697372794
-0.3596663875,0.1661892023
-0.3735278466,-0.1242561766
-0.1860246676,-0.3440454248
0.0992655027,-0.3757048492
0.3274260311,-0.204598492
0.3763006273,0.0745095307
0.2218674506,0.3099011762
-0.050082799,0.3753531168
-0.291565132,0.2377947191
-0.3729055522,-0.0260760964
-0.2523498628,-0.2725130626
0.0025761906,-0.3690061566
0.2528406071,-0.2655087935
0.3637078175,-0.0203344238
0.2772537099,0.2326434857
0.0425777519,0.3570677531
-0.2120171047,0.2875730052
-0.3491471701,0.0640804968
-0.2964611593,-0.1910561797
-0.0847742421,-0.3400109138
0.169854366,-0.3039186029
0.3297271103,-0.1045956009
0.3099515684,0.1485039089
0.1234863463,0.3183668072
-0.1270953015,0.3145719097
-0.3060036103,0.1413935182
-0.3177969185,-0.1057169643
-0.1582695016,-0.2927133193
0.0844549374,-0.319649109
0.2785735646,-0.1740720829
0.320155996,0.0633925943
0.1887644863,0.2636634449
-0.0426103685,0.3193498555
-0.2480631667,0.2023153819
-0.3172674714,-0.0221855028
-0.2146988759,-0.2318536953
0.002191819,-0.3139498715
0.2151164004,-0.225894474
0.3094420528,-0.0173004965
0.2358870308,0.1979327205
0.0362250859,0.3037926962
-0.1803838272,0.2446666713
-0.2970538763,0.0545195883
-0.2522286992,-0.1625503044
-0.072125795,-0.2892807635
0.1445118338,-0.2585734808
0.2805313192,-0.0889897767
0.2637063186,0.1263468977
0.1050619939,0.2708659909
-0.1081324874,0.2676372979
-0.2603474019,0.1202973882
-0.2703811304,-0.089943831
-0.134655449,-0.2490400427
0.0718541311,-0.2719569712
0.2370099611,-0.1481002609
0.27238823,0.0539343219
0.1606005352,0.2243244542
-0.0362528361,0.2717023668
-0.2110517614,0.1721296164
-0.2699306776,-0.0188753917
-0.182665474,-0.197260768
0.0018647962,-0.2671080688
0.1830207032,-0.1921906717
0.2632728235,-0.0147192359
0.2006923237,0.1684008548
0.0308202475,0.2584663595
-0.1534702833,0.2081620284
-0.252732982,0.046385182
-0.2145957901,-0.1382975494
-0.0613645157,-0.2461196295
0.1229504464,-0.2199939205
0.2386756158,-0.0757123654
0.224360931,0.1074957466
0.0893865831,0.2304523692
-0.0919989543,0.2277054022
-0.2215031699,0.1023488332
-0.2300398506,-0.0765240733
-0.1145646493,-0.211882886
0.0611333844,-0.2313805736
0.2016477111,-0.1260034746
0.2317474879,0.0458872383
0.1366386888,0.1908549013
-0.0308438573,0.2311639566
-0.1795625146,0.1464476134
-0.2296566061,-0.0160591543
-0.1554115049,-0.1678291586
0.0015865658,-0.2272551348
0.1557137333,-0.1635155284
0.2239921141,-0.0125231033
0.1707487209,0.1432751887
0.0262218193,0.2199027819
-0.1305722814,0.1771039342
-0.2150248331,0.0394644417
-0.1825777688,-0.1176633427
-0.0522088357,-0.2093982029
0.104606051,-0.1871704899
0.2030648475,-0.0644159643
0.1908859357,0.0914572162
0.0760499677,0.1960685219
-0.0782725691,0.1937314066
-0.1884545569,0.0870782302
-0.1957175518,-0.0651065641
-0.0974714277,-0.1802696342
0.0520121896,-0.1968582368
0.171561563,-0.1072035628
0.1971704069,0.0390407919
0.1162519867,0.162379057
-0.0262419065,0.1966739394
-0.1527715118,0.1245974046
-0.1953914879,-0.0136631038
-0.1322238698,-0.1427887905
0.0013498477,-0.1933483199
0.1324810053,-0.1391187606
0.1905721468,-0.0106546371
0.1452727496,0.1218983106
0.0223094836,0.1870929493
-0.1110906966,0.1506797553
-0.1829427979,0.0335762864
-0.1553368854,-0.1001077914
-0.0444191973,-0.1781556696
0.0889986676,-0.1592443655
0.1727672605,-0.0548050035
0.1624054611,0.0778116591
0.0647031958,0.1668147975
-0.0665941816,0.1648263833
-0.1603368477,0.0740860245
-0.1665161926,-0.0553925648
-0.0829285411,-0.153373128
0.0442518911,-0.1674866857
0.1459643144,-0.0912086266
0.1677522795,0.0332158458
0.0989070118,0.1381518524
-0.0223265737,0.1673298857
-0.1299777677,0.1060072806
-0.166238778,-0.0116245478
-0.1124958654,-0.1214844838
0.0011484484,-0.1645004537
0.1127146359,-0.1183620279
0.1621384899,-0.0090649489
0.1235978323,0.1037108955
0.0189808744,0.159178394
-0.0945157941,0.1281981045
-0.1556474516,0.0285666529
-0.1321603836,-0.0851715552
-0.0377917849,-0.1515745702
0.0757199298,-0.1354848617
0.14699012,-0.0466280128
0.138174317,0.0662020401
0.0550493796,0.1419257736
-0.0566582275,0.1402340339
-0.1364143439,0.063032276
-0.141671721,-0.0471279091
-0.0705554755,-0.1304896219
0.037649441,-0.1424974151
0.1241862147,-0.0776001595
0.1427233819,0.0282599906
0.0841499338,0.117539384
-0.0189954147,0.1423640099
-0.1105848852,0.0901908316
-0.1414356971,-0.0098901474
-0.0957113096,-0.1033588123
0.0009770981,-0.1399567335
0.0958974392,-0.1007022316
0.1379471783,-0.0077124446
0.105156846,0.0882370707
0.0161488988,0.1354287333
-0.0804138925,0.1090707505
-0.1324246129,0.0243044644
-0.1124418515,-0.0724638284
-0.0321531926,-0.1289594116
0.0644224,-0.1152703123
0.1250589685,-0.0396710417
0.1175584968,0.0563245941
0.0468359277,0.1207502303
-0.048204733,0.1193109008
-0.1160611144,0.0536277636
-0.1205340828,-0.0400963527
-0.0600284902,-0.11102037
0.0320320866,-0.121236582
0.1056574408,-0.0660220966
0.1214288342,0.0240435566
0.0715946345,0.1000023274
-0.0161612696,0.1211230811
-0.0940854506,0.0767342211
-0.120333274,-0.0084145222
-0.0814310353,-0.0879375188
0.0008313136,-0.119074974
0.0815893941,-0.0856773041
0.1173652476,-0.006561736
0.0894672832,0.0750719643
0.0137394583,0.1152225584
-0.0684160163,0.0927972271
-0.1126666574,0.020678201
-0.0956653546,-0.061652114
-0.0273558869,-0.1097184695
0.0548104791,-0.0980718048
0.1063999784,-0.0337520614
0.1000185886,0.0479208782
0.0398479354,0.1027341106
-0.0410125128,0.1015095312
-0.0987446179,0.045626419
-0.1025502126,-0.0341139153
-0.0510721473,-0.0944559603
0.0272528501,-0.1031478978
0.0898931884,-0.0561714984
0.1033114658,0.0204562211
0.0609126051,0.0850818267
-0.0137499834,0.1030513314
-0.0800477569,0.0652853575
-0.1023793648,-0.0071590626
-0.0692813998,-0.074817106
0.0007072803,-0.1013088051
0.0694161312,-0.0728941188
0.0998541725,-0.0055827149
0.0761186272,0.063871112
0.01168951,0.0980311758
-0.0582082417,0.0789517384
-0.0958566191,0.0175929817
-0.0813919369,-0.0524535239
-0.0232743466,-0.0933483054
0.0466326714,-0.0834393409
0.0905249383,-0.028716202
0.0850956616,0.0407710096
0.0339025622,0.0874060236
-0.0348933829,0.0863641533
-0.0840117694,0.0388188872
-0.0872495634,-0.0290240668
-0.0434521045,-0.080362986
0.023186683,-0.0877580731
0.0764809867,-0.0477906246
0.0878972365,0.0174041215
0.0518243509,0.0723874875
-0.0116984648,0.0876759146
-0.0681045087,0.0555446819
-0.0871042064,-0.0060909195
-0.0589445086,-0.0636542789
0.000601753,-0.0861933758
0.0590591379,-0.0620182044
0.0849557766,-0.0047497653
0.0647616111,0.054341444
0.0099454172,0.0834047739
-0.0495234826,0.0671720178
-0.0815546644,0.0149680818
-0.0692481349,-0.0446273776
-0.0198017783,-0.0794205949
0.0396750053,-0.0709900632
0.0770184785,-0.0244317006
0.0723992583,0.0346879124
0.0288442479,0.0743649107
-0.0296872366,0.0734784891
-0.0714770844,0.0330270496
-0.0742317946,-0.0246936315
-0.0369689838,-0.0683727052
0.0197271943,-0.0746644339
0.0650699061,-0.0406601901
0.0747828338,0.0148073999
0.0440920782,0.0615871633
-0.0099530359,0.0745945335
-0.0579432115,0.0472573301
-0.0741081251,-0.0051821449
-0.0501498974,-0.0541569628
0.0005119705,-0.0733331919
0.0502474238,-0.0527649931
0.0722802443,-0.004041093
0.0550990793,0.0462336172
0.0084615457,0.0709606536
-0.042134503,0.0571498496
